id,name,start_time,end_time,unique_number_for_org
1333,report333,2021-04-16 00:00:00,2022-01-21 00:00:00,N0.3658733711917703
1334,report334,2021-05-22 00:00:00,2022-06-24 00:00:00,N0.9468466054419347
1335,report335,2021-11-08 00:00:00,2022-10-13 00:00:00,N0.38965362364832057
1336,report336,2021-09-13 00:00:00,2022-12-27 00:00:00,N0.6270244370999178
1337,report337,2021-06-18 00:00:00,2022-08-03 00:00:00,N0.28804525321546426
1338,report338,2021-02-07 00:00:00,2022-11-20 00:00:00,N0.14002248290245056
1339,report339,2021-04-30 00:00:00,2022-05-06 00:00:00,N0.3704404972696522
1340,report340,2021-07-23 00:00:00,2022-11-13 00:00:00,N0.10810679487414077
1341,report341,2021-09-01 00:00:00,2022-01-02 00:00:00,N0.8439184731799559
1342,report342,2021-01-06 00:00:00,2022-06-09 00:00:00,N0.045374851785022985
1343,report343,2021-06-12 00:00:00,2022-10-05 00:00:00,N0.07747048110084498
1344,report344,2021-03-21 00:00:00,2022-01-27 00:00:00,N0.323100466050506
1345,report345,2021-01-28 00:00:00,2022-02-24 00:00:00,N0.46141859365048965
1346,report346,2021-10-24 00:00:00,2022-08-30 00:00:00,N0.22922643536652798
1347,report347,2021-08-14 00:00:00,2022-08-10 00:00:00,N0.4949860898498737
1348,report348,2021-10-02 00:00:00,2022-04-03 00:00:00,N0.2959817223122545
1349,report349,2021-02-24 00:00:00,2022-03-18 00:00:00,N0.8817055406869119
1350,report350,2021-06-28 00:00:00,2022-09-11 00:00:00,N0.8752776286991005
1351,report351,2021-05-10 00:00:00,2022-02-07 00:00:00,N0.8150760879682148
1352,report352,2021-01-31 00:00:00,2022-10-11 00:00:00,N0.6536663816081671
1353,report353,2021-09-03 00:00:00,2022-10-01 00:00:00,N0.6958826957839207
1354,report354,2021-02-12 00:00:00,2022-07-01 00:00:00,N0.38363221082605137
1355,report355,2021-01-05 00:00:00,2022-11-09 00:00:00,N0.3278609899527718
1356,report356,2021-12-13 00:00:00,2022-06-18 00:00:00,N0.8292374229975309
1357,report357,2021-03-03 00:00:00,2022-05-31 00:00:00,N0.09611517101496636
1358,report358,2021-06-04 00:00:00,2022-09-15 00:00:00,N0.9477377968138914
1359,report359,2021-08-10 00:00:00,2022-06-22 00:00:00,N0.46343078009854843
1360,report360,2021-11-06 00:00:00,2022-12-24 00:00:00,N0.7981645697458177
1361,report361,2021-02-16 00:00:00,2022-09-30 00:00:00,N0.05082643066806036
1362,report362,2021-07-29 00:00:00,2022-08-15 00:00:00,N0.35636857971355995
1363,report363,2021-07-29 00:00:00,2022-02-13 00:00:00,N0.00816933492702654
1364,report364,2021-11-01 00:00:00,2022-07-14 00:00:00,N0.6866384698378575
1365,report365,2021-10-21 00:00:00,2022-06-05 00:00:00,N0.011871371538444864
1366,report366,2021-07-19 00:00:00,2022-06-15 00:00:00,N0.10675951731600186
1367,report367,2021-03-18 00:00:00,2022-06-29 00:00:00,N0.6349057979490981
1368,report368,2021-11-13 00:00:00,2022-09-23 00:00:00,N0.33848527756460534
1369,report369,2021-02-03 00:00:00,2022-01-21 00:00:00,N0.9529467996561433
1370,report370,2021-04-19 00:00:00,2022-02-28 00:00:00,N0.06953145359230284
1371,report371,2021-07-23 00:00:00,2022-12-28 00:00:00,N0.027650220312239626
1372,report372,2021-03-31 00:00:00,2022-10-24 00:00:00,N0.2655271135792743
1373,report373,2021-12-27 00:00:00,2022-09-06 00:00:00,N0.2702411401262671
1374,report374,2021-04-11 00:00:00,2022-04-08 00:00:00,N0.41187288210888395
1375,report375,2021-09-04 00:00:00,2022-11-03 00:00:00,N0.0061719542512930214
1376,report376,2021-07-27 00:00:00,2022-04-13 00:00:00,N0.719144852566314
1377,report377,2021-05-18 00:00:00,2022-07-10 00:00:00,N0.3212730963316571
1378,report378,2021-02-18 00:00:00,2022-06-20 00:00:00,N0.08452716062090704
1379,report379,2021-03-22 00:00:00,2022-05-06 00:00:00,N0.710547585262547
1380,report380,2021-09-15 00:00:00,2022-07-14 00:00:00,N0.4022082446407965
1381,report381,2021-03-23 00:00:00,2022-09-10 00:00:00,N0.7875633007238942
1382,report382,2021-02-13 00:00:00,2022-07-24 00:00:00,N0.6219350470869812
1383,report383,2021-03-05 00:00:00,2022-04-01 00:00:00,N0.12666307315138325
1384,report384,2021-02-06 00:00:00,2022-12-29 00:00:00,N0.700619444246537
1385,report385,2021-01-11 00:00:00,2022-04-21 00:00:00,N0.9665011958589748
1386,report386,2021-09-08 00:00:00,2022-03-16 00:00:00,N0.8852584762934732
1387,report387,2021-06-09 00:00:00,2022-11-15 00:00:00,N0.1494503868372321
1388,report388,2021-05-25 00:00:00,2022-10-06 00:00:00,N0.6017885929745828
1389,report389,2021-11-04 00:00:00,2022-12-08 00:00:00,N0.49245657554777644
1390,report390,2021-07-30 00:00:00,2022-08-23 00:00:00,N0.5458252648008749
1391,report391,2021-10-18 00:00:00,2022-06-27 00:00:00,N0.45306551844788423
1392,report392,2021-06-08 00:00:00,2022-10-25 00:00:00,N0.9838730472617174
1393,report393,2021-11-21 00:00:00,2022-02-16 00:00:00,N0.9019413034900794
1394,report394,2021-12-30 00:00:00,2022-10-24 00:00:00,N0.7832877769030847
1395,report395,2021-12-06 00:00:00,2022-10-18 00:00:00,N0.755472656827393
1396,report396,2021-12-24 00:00:00,2022-04-06 00:00:00,N0.00786310595305506
1397,report397,2021-05-06 00:00:00,2022-07-12 00:00:00,N0.7901013608501422
1398,report398,2021-03-06 00:00:00,2022-10-05 00:00:00,N0.6483981847448094
1399,report399,2021-12-06 00:00:00,2022-08-02 00:00:00,N0.11913316827736875
1400,report400,2021-11-28 00:00:00,2022-09-03 00:00:00,N0.5411455117962414
1401,report401,2021-11-18 00:00:00,2022-03-10 00:00:00,N0.8221409977467091
1402,report402,2021-11-29 00:00:00,2022-04-17 00:00:00,N0.15654942125268623
1403,report403,2021-09-08 00:00:00,2022-05-27 00:00:00,N0.5563268155787924
1404,report404,2021-06-05 00:00:00,2022-03-05 00:00:00,N0.055607462471303326
1405,report405,2021-12-19 00:00:00,2022-04-17 00:00:00,N0.8682297583646251
1406,report406,2021-09-07 00:00:00,2022-02-17 00:00:00,N0.15434836984237554
1407,report407,2021-06-10 00:00:00,2022-04-09 00:00:00,N0.17690062805518592
1408,report408,2021-04-29 00:00:00,2022-05-23 00:00:00,N0.06400240639115784
1409,report409,2021-07-17 00:00:00,2022-01-03 00:00:00,N0.7227942157864552
1410,report410,2021-11-21 00:00:00,2022-02-28 00:00:00,N0.22544876028933292
1411,report411,2021-09-21 00:00:00,2022-05-10 00:00:00,N0.4205438438675785
1412,report412,2021-06-18 00:00:00,2022-08-20 00:00:00,N0.8252037269649606
1413,report413,2021-06-24 00:00:00,2022-10-02 00:00:00,N0.5055560333823278
1414,report414,2021-10-19 00:00:00,2022-03-23 00:00:00,N0.17793458770356807
1415,report415,2021-11-18 00:00:00,2022-11-14 00:00:00,N0.6886196582345752
1416,report416,2021-01-29 00:00:00,2022-05-04 00:00:00,N0.41390465566585855
1417,report417,2021-01-18 00:00:00,2022-01-10 00:00:00,N0.3512225184989609
1418,report418,2021-09-05 00:00:00,2022-05-26 00:00:00,N0.9415964845139989
1419,report419,2021-05-31 00:00:00,2022-03-14 00:00:00,N0.12661195935464808
1420,report420,2021-07-07 00:00:00,2022-12-27 00:00:00,N0.6200622489854465
1421,report421,2021-02-25 00:00:00,2022-10-19 00:00:00,N0.3138781853213092
1422,report422,2021-02-01 00:00:00,2022-02-20 00:00:00,N0.4337152112625885
1423,report423,2021-03-03 00:00:00,2022-05-13 00:00:00,N0.20971266784918174
1424,report424,2021-07-16 00:00:00,2022-05-09 00:00:00,N0.05107977848978862
1425,report425,2021-06-29 00:00:00,2022-04-24 00:00:00,N0.9046584613708774
1426,report426,2021-10-09 00:00:00,2022-08-29 00:00:00,N0.6631525459321851
1427,report427,2021-03-10 00:00:00,2022-07-14 00:00:00,N0.8666883340330472
1428,report428,2021-01-13 00:00:00,2022-06-14 00:00:00,N0.3635300978118413
1429,report429,2021-04-27 00:00:00,2022-02-23 00:00:00,N0.8056937081933617
1430,report430,2021-06-19 00:00:00,2022-05-05 00:00:00,N0.9659142182989164
1431,report431,2021-10-18 00:00:00,2022-04-22 00:00:00,N0.8009240071641143
1432,report432,2021-09-28 00:00:00,2022-05-18 00:00:00,N0.9061250557174971
1433,report433,2021-03-21 00:00:00,2022-11-26 00:00:00,N0.7302347717083056
1434,report434,2021-07-24 00:00:00,2022-12-24 00:00:00,N0.42018331794160513
1435,report435,2021-08-11 00:00:00,2022-06-14 00:00:00,N0.1243315769380039
1436,report436,2021-05-19 00:00:00,2022-07-01 00:00:00,N0.897857513357527
1437,report437,2021-07-23 00:00:00,2022-09-01 00:00:00,N0.23086576540864
1438,report438,2021-11-17 00:00:00,2022-12-11 00:00:00,N0.7139305066124444
1439,report439,2021-06-24 00:00:00,2022-01-25 00:00:00,N0.7913536070566135
1440,report440,2021-07-18 00:00:00,2022-05-12 00:00:00,N0.3108441448767819
1441,report441,2021-09-20 00:00:00,2022-06-11 00:00:00,N0.9495638352621086
1442,report442,2021-11-12 00:00:00,2022-09-30 00:00:00,N0.4687669132380421
1443,report443,2021-03-20 00:00:00,2022-12-21 00:00:00,N0.7180132125837794
1444,report444,2021-06-22 00:00:00,2022-05-17 00:00:00,N0.8427200155307444
1445,report445,2021-01-20 00:00:00,2022-07-18 00:00:00,N0.7122808592898815
1446,report446,2021-01-25 00:00:00,2022-05-09 00:00:00,N0.3584909361495613
1447,report447,2021-05-25 00:00:00,2022-11-30 00:00:00,N0.06292270727412197
1448,report448,2021-10-26 00:00:00,2022-07-20 00:00:00,N0.37971037484692693
1449,report449,2021-03-02 00:00:00,2022-05-16 00:00:00,N0.46559758233216575
1450,report450,2021-11-12 00:00:00,2022-10-03 00:00:00,N0.32516952073948036
1451,report451,2021-04-28 00:00:00,2022-04-24 00:00:00,N0.8977730144127286
1452,report452,2021-08-11 00:00:00,2022-07-03 00:00:00,N0.8885708340174568
1453,report453,2021-05-05 00:00:00,2022-05-30 00:00:00,N0.39054639801987434
1454,report454,2021-11-03 00:00:00,2022-03-27 00:00:00,N0.2773290688503127
1455,report455,2021-05-17 00:00:00,2022-06-20 00:00:00,N0.8954213379646372
1456,report456,2021-03-16 00:00:00,2022-06-21 00:00:00,N0.7505253500329531
1457,report457,2021-04-08 00:00:00,2022-09-28 00:00:00,N0.6202526501592618
1458,report458,2021-02-21 00:00:00,2022-02-13 00:00:00,N0.13348746976715065
1459,report459,2021-08-27 00:00:00,2022-07-17 00:00:00,N0.6392719087736147
1460,report460,2021-06-01 00:00:00,2022-11-16 00:00:00,N0.4670743117847438
1461,report461,2021-01-01 00:00:00,2022-04-18 00:00:00,N0.9759121145810397
1462,report462,2021-08-26 00:00:00,2022-09-23 00:00:00,N0.4249133533841385
1463,report463,2021-10-13 00:00:00,2022-07-10 00:00:00,N0.1330084827238096
1464,report464,2021-01-21 00:00:00,2022-09-09 00:00:00,N0.6153616305830286
1465,report465,2021-05-26 00:00:00,2022-10-04 00:00:00,N0.32804054528982607
1466,report466,2021-03-17 00:00:00,2022-09-09 00:00:00,N0.22282321885003065
1467,report467,2021-04-13 00:00:00,2022-04-22 00:00:00,N0.953964544209285
1468,report468,2021-05-27 00:00:00,2022-02-26 00:00:00,N0.27690803624855953
1469,report469,2021-11-07 00:00:00,2022-06-19 00:00:00,N0.22607869594670893
1470,report470,2021-04-02 00:00:00,2022-02-28 00:00:00,N0.5607892771954791
1471,report471,2021-07-16 00:00:00,2022-11-06 00:00:00,N0.840779829056938
1472,report472,2021-07-09 00:00:00,2022-01-13 00:00:00,N0.707881637029037
1473,report473,2021-04-02 00:00:00,2022-10-16 00:00:00,N0.9536098618077933
1474,report474,2021-10-21 00:00:00,2022-11-10 00:00:00,N0.9293664217011955
1475,report475,2021-11-06 00:00:00,2022-03-06 00:00:00,N0.6967906067179953
1476,report476,2021-11-10 00:00:00,2022-07-16 00:00:00,N0.24760152877612007
1477,report477,2021-05-07 00:00:00,2022-07-30 00:00:00,N0.20613109944330144
1478,report478,2021-12-16 00:00:00,2022-09-30 00:00:00,N0.30082274037938683
1479,report479,2021-02-03 00:00:00,2022-10-03 00:00:00,N0.4890626486247771
1480,report480,2021-11-06 00:00:00,2022-08-20 00:00:00,N0.6624926206654131
1481,report481,2021-04-14 00:00:00,2022-07-27 00:00:00,N0.45606132629517104
1482,report482,2021-12-09 00:00:00,2022-08-26 00:00:00,N0.9093400612233902
1483,report483,2021-07-12 00:00:00,2022-07-11 00:00:00,N0.2325956831053465
1484,report484,2021-08-03 00:00:00,2022-09-12 00:00:00,N0.22551581094869166
1485,report485,2021-04-08 00:00:00,2022-09-06 00:00:00,N0.4186385256964854
1486,report486,2021-10-11 00:00:00,2022-02-06 00:00:00,N0.8494153617409564
1487,report487,2021-01-12 00:00:00,2022-12-06 00:00:00,N0.8927502961933973
1488,report488,2021-05-22 00:00:00,2022-01-17 00:00:00,N0.895411575842301
1489,report489,2021-10-29 00:00:00,2022-09-29 00:00:00,N0.30008718593031736
1490,report490,2021-02-02 00:00:00,2022-02-16 00:00:00,N0.45974364192452266
1491,report491,2021-06-07 00:00:00,2022-10-21 00:00:00,N0.4288893317459914
1492,report492,2021-10-31 00:00:00,2022-09-10 00:00:00,N0.010223280605100915
1493,report493,2021-02-18 00:00:00,2022-01-01 00:00:00,N0.725541986720176
1494,report494,2021-11-19 00:00:00,2022-04-02 00:00:00,N0.21719711942398134
1495,report495,2021-07-30 00:00:00,2022-03-14 00:00:00,N0.16985009450151367
1496,report496,2021-08-13 00:00:00,2022-06-03 00:00:00,N0.803599185183694
1497,report497,2021-05-24 00:00:00,2022-01-17 00:00:00,N0.34981997356603034
1498,report498,2021-02-06 00:00:00,2022-05-02 00:00:00,N0.1457329415235984
1499,report499,2021-11-19 00:00:00,2022-09-17 00:00:00,N0.7803881382039299
1500,report500,2021-08-17 00:00:00,2022-07-29 00:00:00,N0.9416306538017261
1501,report501,2021-06-19 00:00:00,2022-06-18 00:00:00,N0.17734408334339635
1502,report502,2021-11-29 00:00:00,2022-09-08 00:00:00,N0.18449102683554797
1503,report503,2021-09-25 00:00:00,2022-10-02 00:00:00,N0.9721292839143405
1504,report504,2021-12-26 00:00:00,2022-05-21 00:00:00,N0.6023627357353354
1505,report505,2021-11-16 00:00:00,2022-02-17 00:00:00,N0.49669311288439244
1506,report506,2021-04-28 00:00:00,2022-07-30 00:00:00,N0.8119265979803906
1507,report507,2021-09-27 00:00:00,2022-01-23 00:00:00,N0.5244468421318721
1508,report508,2021-03-13 00:00:00,2022-04-27 00:00:00,N0.7742776341332201
1509,report509,2021-08-17 00:00:00,2022-04-08 00:00:00,N0.6326153932296524
1510,report510,2021-11-16 00:00:00,2022-03-23 00:00:00,N0.4630183311903934
1511,report511,2021-09-08 00:00:00,2022-02-16 00:00:00,N0.6536782770623958
1512,report512,2021-12-08 00:00:00,2022-08-23 00:00:00,N0.6326945981690357
1513,report513,2021-08-14 00:00:00,2022-10-09 00:00:00,N0.9004456262691308
1514,report514,2021-10-17 00:00:00,2022-08-14 00:00:00,N0.40422872082053574
1515,report515,2021-01-30 00:00:00,2022-07-04 00:00:00,N0.380929586421754
1516,report516,2021-10-24 00:00:00,2022-11-28 00:00:00,N0.9411837982113003
1517,report517,2021-02-27 00:00:00,2022-07-21 00:00:00,N0.5322407512933879
1518,report518,2021-09-06 00:00:00,2022-06-28 00:00:00,N0.190059838741644
1519,report519,2021-10-19 00:00:00,2022-07-08 00:00:00,N0.01691538550010574
1520,report520,2021-04-19 00:00:00,2022-10-29 00:00:00,N0.26285566475619826
1521,report521,2021-06-29 00:00:00,2022-04-15 00:00:00,N0.6802041627160912
1522,report522,2021-10-15 00:00:00,2022-06-11 00:00:00,N0.5915129565980407
1523,report523,2021-06-13 00:00:00,2022-08-19 00:00:00,N0.3990954624076223
1524,report524,2021-08-24 00:00:00,2022-02-04 00:00:00,N0.9441472042701344
1525,report525,2021-06-17 00:00:00,2022-03-11 00:00:00,N0.5141437399817289
1526,report526,2021-06-20 00:00:00,2022-04-30 00:00:00,N0.9922243005615693
1527,report527,2021-04-15 00:00:00,2022-08-21 00:00:00,N0.2839194610693575
1528,report528,2021-12-21 00:00:00,2022-08-05 00:00:00,N0.3806964638430259
1529,report529,2021-01-22 00:00:00,2022-05-17 00:00:00,N0.789720766996601
1530,report530,2021-04-29 00:00:00,2022-10-21 00:00:00,N0.9894652972916349
1531,report531,2021-11-02 00:00:00,2022-04-17 00:00:00,N0.8058344569656244
1532,report532,2021-12-13 00:00:00,2022-10-25 00:00:00,N0.7979905998259935
1533,report533,2021-04-13 00:00:00,2022-11-04 00:00:00,N0.6417329534124402
1534,report534,2021-10-16 00:00:00,2022-01-31 00:00:00,N0.11159234809783625
1535,report535,2021-04-29 00:00:00,2022-06-09 00:00:00,N0.9560903524931142
1536,report536,2021-11-11 00:00:00,2022-04-02 00:00:00,N0.5207128760488261
1537,report537,2021-05-15 00:00:00,2022-10-20 00:00:00,N0.015450347593266245
1538,report538,2021-05-06 00:00:00,2022-05-06 00:00:00,N0.1722077442241794
1539,report539,2021-07-25 00:00:00,2022-11-18 00:00:00,N0.7544228061832039
1540,report540,2021-08-14 00:00:00,2022-04-07 00:00:00,N0.795858682975798
1541,report541,2021-11-06 00:00:00,2022-11-21 00:00:00,N0.4641795903415067
1542,report542,2021-04-19 00:00:00,2022-07-16 00:00:00,N0.9741070435438364
1543,report543,2021-07-25 00:00:00,2022-07-10 00:00:00,N0.08430992322724151
1544,report544,2021-10-27 00:00:00,2022-10-03 00:00:00,N0.9872992288169141
1545,report545,2021-10-03 00:00:00,2022-05-21 00:00:00,N0.9104579765425477
1546,report546,2021-07-15 00:00:00,2022-09-02 00:00:00,N0.4977926249420339
1547,report547,2021-02-07 00:00:00,2022-07-13 00:00:00,N0.4367530902943382
1548,report548,2021-08-22 00:00:00,2022-05-16 00:00:00,N0.8292874453587604
1549,report549,2021-05-25 00:00:00,2022-11-25 00:00:00,N0.649941277930077
1550,report550,2021-03-19 00:00:00,2022-06-20 00:00:00,N0.5967008125069336
1551,report551,2021-06-18 00:00:00,2022-03-16 00:00:00,N0.695826444603552
1552,report552,2021-08-18 00:00:00,2022-04-06 00:00:00,N0.17538257233734222
1553,report553,2021-12-19 00:00:00,2022-10-08 00:00:00,N0.9437538619122863
1554,report554,2021-08-25 00:00:00,2022-12-13 00:00:00,N0.9241889731106337
1555,report555,2021-10-20 00:00:00,2022-02-03 00:00:00,N0.752134210855533
1556,report556,2021-10-15 00:00:00,2022-07-21 00:00:00,N0.42622330353123195
1557,report557,2021-08-03 00:00:00,2022-11-28 00:00:00,N0.46346343153446345
1558,report558,2021-11-09 00:00:00,2022-06-12 00:00:00,N0.30327095153041694
1559,report559,2021-05-11 00:00:00,2022-04-17 00:00:00,N0.6929223403399153
1560,report560,2021-11-26 00:00:00,2022-11-05 00:00:00,N0.677274564142344
1561,report561,2021-10-17 00:00:00,2022-12-20 00:00:00,N0.06117949397043876
1562,report562,2021-10-17 00:00:00,2022-05-30 00:00:00,N0.18417991380953402
1563,report563,2021-04-13 00:00:00,2022-04-05 00:00:00,N0.3997628362839003
1564,report564,2021-12-09 00:00:00,2022-11-12 00:00:00,N0.47379749178328123
1565,report565,2021-07-11 00:00:00,2022-04-08 00:00:00,N0.8296632006799861
1566,report566,2021-01-22 00:00:00,2022-03-12 00:00:00,N0.8162903128048098
1567,report567,2021-02-25 00:00:00,2022-11-10 00:00:00,N0.743500266187162
1568,report568,2021-07-28 00:00:00,2022-05-17 00:00:00,N0.2001412445197983
1569,report569,2021-02-24 00:00:00,2022-04-06 00:00:00,N0.21184003304164678
1570,report570,2021-01-21 00:00:00,2022-04-08 00:00:00,N0.39394852802238534
1571,report571,2021-11-21 00:00:00,2022-12-01 00:00:00,N0.9265301378146886
1572,report572,2021-11-26 00:00:00,2022-06-20 00:00:00,N0.06098495102738577
1573,report573,2021-01-24 00:00:00,2022-06-09 00:00:00,N0.9771358810168163
1574,report574,2021-05-14 00:00:00,2022-03-15 00:00:00,N0.9234810671457627
1575,report575,2021-09-19 00:00:00,2022-06-23 00:00:00,N0.5077886765104598
1576,report576,2021-08-14 00:00:00,2022-07-26 00:00:00,N0.6454602534303927
1577,report577,2021-10-11 00:00:00,2022-12-18 00:00:00,N0.180064946143774
1578,report578,2021-05-27 00:00:00,2022-08-24 00:00:00,N0.34342038027683697
1579,report579,2021-12-29 00:00:00,2022-07-01 00:00:00,N0.5153515141333013
1580,report580,2021-04-19 00:00:00,2022-10-17 00:00:00,N0.6076409656932588
1581,report581,2021-12-22 00:00:00,2022-01-09 00:00:00,N0.01132882261566337
1582,report582,2021-03-09 00:00:00,2022-02-06 00:00:00,N0.03954430415226584
1583,report583,2021-09-10 00:00:00,2022-07-25 00:00:00,N0.7238896578029329
1584,report584,2021-10-16 00:00:00,2022-04-08 00:00:00,N0.46981397693318605
1585,report585,2021-08-11 00:00:00,2022-07-31 00:00:00,N0.6051089901589041
1586,report586,2021-05-14 00:00:00,2022-05-23 00:00:00,N0.25066924346838515
1587,report587,2021-05-14 00:00:00,2022-01-05 00:00:00,N0.6245447221198158
1588,report588,2021-04-18 00:00:00,2022-08-05 00:00:00,N0.8052896407601485
1589,report589,2021-08-09 00:00:00,2022-05-11 00:00:00,N0.31717756168673394
1590,report590,2021-10-15 00:00:00,2022-12-23 00:00:00,N0.2842960319738881
1591,report591,2021-01-16 00:00:00,2022-01-21 00:00:00,N0.69960019646305
1592,report592,2021-05-12 00:00:00,2022-09-19 00:00:00,N0.6261706010911251
1593,report593,2021-09-08 00:00:00,2022-09-27 00:00:00,N0.6866945336358266
1594,report594,2021-02-17 00:00:00,2022-05-04 00:00:00,N0.35102592613157224
1595,report595,2021-08-04 00:00:00,2022-05-07 00:00:00,N0.5427860998898486
1596,report596,2021-07-19 00:00:00,2022-10-09 00:00:00,N0.07966901513259272
1597,report597,2021-08-04 00:00:00,2022-11-05 00:00:00,N0.4763164869015529
1598,report598,2021-06-25 00:00:00,2022-01-12 00:00:00,N0.38346437801703936
1599,report599,2021-02-23 00:00:00,2022-03-01 00:00:00,N0.4248394909803581
